Publication Date,Title,Link
10/26/2005,"U.S. Department of Agriculture, Forest Service, Gila National Forest, Silver City, NM, and Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2005/10/26/05-21331/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-agriculture-forest-service-gila
10/26/2005,"Horner Collection, Oregon State University, Corvallis, OR",https://www.federalregister.gov/documents/2005/10/26/05-21329/notice-of-intent-to-repatriate-cultural-items-horner-collection-oregon-state-university-corvallis-or
9/27/2005,"U.S. Department of the Interior, National Park Service, Homestead National Monument of America, Beatrice, NE",https://www.federalregister.gov/documents/2005/09/27/05-19266/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
8/25/2005,"Neville Public Museum of Brown County, Green Bay, WI",https://www.federalregister.gov/documents/2005/08/25/05-16882/notice-of-intent-to-repatriate-a-cultural-item-neville-public-museum-of-brown-county-green-bay-wi
8/25/2005,"Mississippi Department of Archives and History, Historic Preservation Division, Jackson, MS",https://www.federalregister.gov/documents/2005/08/25/05-16880/notice-of-intent-to-repatriate-cultural-items-mississippi-department-of-archives-and-history
8/3/2005,"U.S. Department of Agriculture, Forest Service, Gila National Forest, Silver City, NM, and Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2005/08/03/05-15322/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-agriculture-forest-service-gila
8/3/2005,"U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC, and Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2005/08/03/05-15320/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-bureau-of-indian-affairs
8/3/2005,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, PA",https://www.federalregister.gov/documents/2005/08/03/05-15318/notice-of-intent-to-repatriate-a-cultural-item-university-of-pennsylvania-museum-of-archaeology-and
8/3/2005,"Bernice Pauahi Bishop Museum, Honolulu, HI",https://www.federalregister.gov/documents/2005/08/03/05-15323/notice-of-intent-to-repatriate-a-cultural-item-bernice-pauahi-bishop-museum-honolulu-hi
6/1/2005,"Phoebe A. Hearst Museum of Anthropology at the University of California, Berkeley, Berkeley, CA",https://www.federalregister.gov/documents/2005/06/01/05-10807/notice-of-intent-to-repatriate-a-cultural-item-phoebe-a-hearst-museum-of-anthropology-at-the
6/1/2005,"California Department of Parks and Recreation, Sacramento, CA",https://www.federalregister.gov/documents/2005/06/01/05-10798/notice-of-intent-to-repatriate-cultural-items-california-department-of-parks-and-recreation
6/1/2005,"U.S. Department of the Interior, National Park Service, Chaco Culture National Historical Park, Nageezi, NM",https://www.federalregister.gov/documents/2005/06/01/05-10812/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
6/1/2005,"Berkshire Museum, Pittsfield, MA",https://www.federalregister.gov/documents/2005/06/01/05-10806/notice-of-intent-to-repatriate-a-cultural-item-berkshire-museum-pittsfield-ma
6/1/2005,"U.S. Department of Agriculture, Forest Service, Gila National Forest, Silver City, NM; Arizona State Museum, University of Arizona, Tucson, AZ; and Logan Museum of Anthropology, Beloit College, Beloit, WI",https://www.federalregister.gov/documents/2005/06/01/05-10805/notice-of-intent-to-repatriate-cultural-items-us-department-of-agriculture-forest-service-gila
6/1/2005,"University of Alaska Museum of the North, Fairbanks, AK",https://www.federalregister.gov/documents/2005/06/01/05-10817/notice-of-intent-to-repatriate-cultural-items-university-of-alaska-museum-of-the-north-fairbanks-ak
6/1/2005,"National Guard Bureau, Texas Army National Guard (Texas Military Forces), Austin, TX",https://www.federalregister.gov/documents/2005/06/01/05-10797/notice-of-intent-to-repatriate-a-cultural-item-national-guard-bureau-texas-army-national-guard-texas
4/1/2005,"Robert S. Peabody Museum of Archaeology, Phillips Academy, Andover, MA",https://www.federalregister.gov/documents/2005/04/01/05-6466/notice-of-intent-to-repatriate-cultural-items-robert-s-peabody-museum-of-archaeology-phillips
1/7/2005,"American Museum of Natural History, New York, NY; Republication",https://www.federalregister.gov/documents/2005/01/07/R4-28004/notice-of-intent-to-repatriate-cultural-items-american-museum-of-natural-history-new-york-ny
1/6/2005,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2005/01/06/05-243/notice-of-intent-to-repatriate-cultural-items-peabody-museum-of-archaeology-and-ethnology-harvard
12/22/2004,"U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC, and Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2004/12/22/04-27999/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-bureau-of-indian-affairs
12/22/2004,"U.S. Department of Agriculture, Forest Service, Chugach National Forest, Anchorage, AK",https://www.federalregister.gov/documents/2004/12/22/04-28002/notice-of-intent-to-repatriate-cultural-items-us-department-of-agriculture-forest-service-chugach
12/22/2004,"American Museum of Natural History, New York, NY",https://www.federalregister.gov/documents/2004/12/22/04-28004/notice-of-intent-to-repatriate-cultural-items-american-museum-of-natural-history-new-york-ny
12/22/2004,"American Museum of Natural History, New York, NY",https://www.federalregister.gov/documents/2004/12/22/04-28001/notice-of-intent-to-repatriate-cultural-items-american-museum-of-natural-history-new-york-ny
11/16/2004,"Heard Museum, Phoenix, AZ",https://www.federalregister.gov/documents/2004/11/16/04-25353/notice-of-intent-to-repatriate-a-cultural-item-heard-museum-phoenix-az
10/12/2004," Louisiana Department of Culture, Recreation, and Tourism, Division of Archaeology, Baton Rouge, LA; Correction",https://www.federalregister.gov/documents/2004/10/12/04-22830/notice-of-intent-to-repatriate-louisiana-department-of-culture-recreation-and-tourism-division-of
10/12/2004,"Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/2004/10/12/04-22827/notice-of-intent-to-repatriate-a-cultural-item-arizona-state-museum-university-of-arizona-tucson-az
9/14/2004,"Thomas Burke Memorial Washington State Museum, Seattle, WA",https://www.federalregister.gov/documents/2004/09/14/04-20654/notice-of-intent-to-repatriate-cultural-items-thomas-burke-memorial-washington-state-museum-seattle
9/14/2004,"U.S. Department of Agriculture, Forest Service, Ottawa National Forest, Ironwood, MI",https://www.federalregister.gov/documents/2004/09/14/04-20649/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-agriculture-forest-service-ottawa
9/14/2004,"American Museum of Natural History, New York, NY",https://www.federalregister.gov/documents/2004/09/14/04-20650/notice-of-intent-to-repatriate-cultural-items-american-museum-of-natural-history-new-york-ny
8/3/2004,"Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2004/08/03/04-17580/notice-of-intent-to-repatriate-a-cultural-item-field-museum-of-natural-history-chicago-il
8/3/2004,"Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2004/08/03/04-17581/notice-of-intent-to-repatriate-cultural-items-field-museum-of-natural-history-chicago-il
8/3/2004,"Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2004/08/03/04-17582/notice-of-intent-to-repatriate-cultural-items-field-museum-of-natural-history-chicago-il
7/20/2004,"Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2004/07/20/04-16145/notice-of-intent-to-repatriate-a-cultural-item-field-museum-of-natural-history-chicago-il
7/16/2004,"New York State Museum, Albany, NY",https://www.federalregister.gov/documents/2004/07/16/04-16147/notice-of-intent-to-repatriate-a-cultural-item-new-york-state-museum-albany-ny
6/21/2004,"Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/2004/06/21/04-13926/notice-of-intent-to-repatriate-cultural-items-field-museum-of-natural-history-chicago-il
6/7/2004,"San Diego Archaeological Center, San Diego, CA",https://www.federalregister.gov/documents/2004/06/07/04-12662/notice-of-intent-to-repatriate-a-cultural-item-san-diego-archaeological-center-san-diego-ca
6/7/2004,"U.S. Department of the Interior, National Park Service, Salinas Pueblo Missions National Monument, Mountainair, NM",https://www.federalregister.gov/documents/2004/06/07/04-12663/notice-of-intent-to-repatriate-cultural-items-us-department-of-the-interior-national-park-service
4/12/2004,"Kennedy Museum of Art, Ohio University, Athens, OH",https://www.federalregister.gov/documents/2004/04/12/04-8171/notice-of-intent-to-repatriate-a-cultural-item-kennedy-museum-of-art-ohio-university-athens-oh
3/25/2004,"U.S. Department of Defense, Department of the Army, U.S. Army Intelligence Center and Fort Huachuca, Fort Huachuca, AZ",https://www.federalregister.gov/documents/2004/03/25/04-6651/notice-of-intent-to-repatriate-cultural-items-us-department-of-defense-department-of-the-army-us
3/25/2004,"San Diego Archaeological Center, San Diego, CA",https://www.federalregister.gov/documents/2004/03/25/04-6644/notice-of-intent-to-repatriate-cultural-items-san-diego-archaeological-center-san-diego-ca
3/25/2004,"San Diego Archaeological Center, San Diego, CA",https://www.federalregister.gov/documents/2004/03/25/04-6645/notice-of-intent-to-repatriate-cultural-items-san-diego-archaeological-center-san-diego-ca
3/25/2004,"State Historical Society of Iowa, Iowa City, IA",https://www.federalregister.gov/documents/2004/03/25/04-6643/notice-of-intent-to-repatriate-cultural-items-state-historical-society-of-iowa-iowa-city-ia
1/29/2004,"San Diego Museum of Man, San Diego, CA, and California Department of Parks and Recreation, Sacramento, CA",https://www.federalregister.gov/documents/2004/01/29/04-1885/notice-of-intent-to-repatriate-cultural-items-san-diego-museum-of-man-san-diego-ca-and-california
1/6/2004,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA; Correction",https://www.federalregister.gov/documents/2004/01/06/04-143/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-peabody-museum-of-archaeology
1/6/2004," Louisiana State University Museum of Natural Science, Baton Rouge, LA",https://www.federalregister.gov/documents/2004/01/06/04-142/notice-of-intent-to-repatriate-louisiana-state-university-museum-of-natural-science-baton-rouge-la
12/10/2003,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2003/12/10/03-30567/notice-of-intent-to-repatriate-cultural-items-peabody-museum-of-archaeology-and-ethnology-harvard
12/10/2003,"U.S. Department of Justice, Federal Bureau of Investigation, San Francisco, CA",https://www.federalregister.gov/documents/2003/12/10/03-30569/notice-of-intent-to-repatriate-a-cultural-item-us-department-of-justice-federal-bureau-of
12/10/2003,"Washington State University, Museum of Anthropology, Pullman, WA",https://www.federalregister.gov/documents/2003/12/10/03-30565/notice-of-intent-to-repatriate-cultural-items-washington-state-university-museum-of-anthropology
12/1/2003,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/2003/12/01/03-29769/notice-of-intent-to-repatriate-cultural-items-peabody-museum-of-archaeology-and-ethnology-harvard
12/1/2003,"Kansas State Historical Society, Topeka, KS",https://www.federalregister.gov/documents/2003/12/01/03-29774/notice-of-intent-to-repatriate-cultural-items-kansas-state-historical-society-topeka-ks
11/3/2003,"Thomas Burke Memorial Washington State Museum, Seattle, WA",https://www.federalregister.gov/documents/2003/11/03/03-27525/notice-of-intent-to-repatriate-a-cultural-item-thomas-burke-memorial-washington-state-museum-seattle
11/3/2003,"Molokai, HI in the Possession of the Bernice Pauahi Bishop Museum, Honolulu, HI; Correction",https://www.federalregister.gov/documents/2003/11/03/03-27522/notice-of-intent-to-repatriate-cultural-items-from-molokai-hi-in-the-possession-of-the-bernice
10/22/2003,"Peabody Essex Museum, Salem, MA",https://www.federalregister.gov/documents/2003/10/22/03-26580/notice-of-intent-to-repatriate-cultural-items-peabody-essex-museum-salem-ma
10/8/2003,"UCLA Fowler Museum of Cultural History, University of California, Los Angeles, Los Angeles, CA, and California Department of Parks and Recreation, Sacramento, CA",https://www.federalregister.gov/documents/2003/10/08/03-25536/notice-of-intent-to-repatriate-cultural-items-ucla-fowler-museum-of-cultural-history-university-of
10/8/2003,"Brooklyn Museum of Art, Brooklyn, NY",https://www.federalregister.gov/documents/2003/10/08/03-25531/notice-of-intent-to-repatriate-cultural-items-brooklyn-museum-of-art-brooklyn-ny
10/8/2003,"Carnegie Museum of Natural History, Pittsburgh, PA",https://www.federalregister.gov/documents/2003/10/08/03-25537/notice-of-intent-to-repatriate-cultural-items-carnegie-museum-of-natural-history-pittsburgh-pa
8/20/2003,"Humphrey Center for American Indian Studies, Central Lakes College, Brainerd, MN",https://www.federalregister.gov/documents/2003/08/20/03-21345/notice-of-intent-to-repatriate-cultural-items-humphrey-center-for-american-indian-studies-central
